	Participant ID	Slide Nr.	Learning Style Dimension	Content per AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
1458	4	25.0	Perception	Supporting text	9364	223.0	72.0	404.0	42	254.0	360.0	Supporting text	2,70361	8572	226.0	72.0	404.0	38	254.0	360.0	2,69771	10940	3647.0	312.0	8076.0	3	254.0	2552.0	11140	3713.0	412.0	8108.0	3	186.0	2620.0	0	33	186.0	2806.0	317,51	155,65
1457	4	25.0	Perception	Multiple choice question	11864	191.0	84.0	340.0	62	11154.0	164.0	Supporting text	2,61172	10552	195.0	84.0	340.0	54	11154.0	164.0	2,61039	14696	2939.0	208.0	6280.0	5	11154.0	316.0	14868	2974.0	236.0	6328.0	5	11126.0	344.0	0	42	11126.0	12898.0	109,02	324,03
1460	4	28.0	Perception	Supporting text	18344	248.0	76.0	648.0	74	15773.0	328.0	Multiple choice question	2,62048	16896	252.0	76.0	648.0	67	15773.0	328.0	2,61896	21644	4329.0	128.0	17776.0	5	15773.0	548.0	21812	4362.0	160.0	17796.0	5	15737.0	584.0	0	59	15737.0	16321.0	165,66	163,46
1459	4	28.0	Perception	Multiple choice question	13361	209.0	9.0	692.0	64	361.0	164.0	Multiple choice question	2,60174	12720	219.0	72.0	692.0	58	361.0	164.0	2,60389	16225	5408.0	264.0	15376.0	3	361.0	15376.0	16345	5448.0	304.0	15408.0	3	329.0	15408.0	0	52	329.0	15737.0	242,92	165,66
1462	4	31.0	Perception	Second additional material	5248	239.0	92.0	572.0	22	9354.0	136.0	Third additional material	2,57716	5248	239.0	92.0	572.0	22	9354.0	136.0	2,57716	6184	2061.0	312.0	3728.0	3	9354.0	312.0	6288	2096.0	348.0	3764.0	3	9318.0	348.0	0	19	9318.0	9666.0	94,25	149,24
1461	4	31.0	Perception	First additional material	6824	227.0	100.0	460.0	30	1346.0	144.0	Third additional material	2,60899	6824	227.0	100.0	460.0	30	1346.0	144.0	2,60899	7972	7972.0	7972.0	7972.0	1	1346.0	7972.0	8048	8048.0	8048.0	8048.0	1	1270.0	8048.0	0	28	1270.0	9318.0	468,49	94,25
1463	4	31.0	Perception	Third additional material	8085	197.0	68.0	344.0	41	17510.0	104.0	Third additional material	2,62262	5912	204.0	68.0	344.0	29	17510.0	104.0	2,62206	9949	9949.0	9949.0	9949.0	1	17510.0	9949.0	9989	9989.0	9989.0	9989.0	1	17470.0	9989.0	0	30	17470.0		236,41	
1705	5	4.0	Understanding	Summary	24171	210.0	68.0	600.0	115	18053.0	68.0	Summary	2,76232	23964	210.0	68.0	600.0	114	18053.0	68.0	2,76277	27619	13810.0	3008.0	24611.0	2	18053.0	3008.0	27647	13824.0	3020.0	24627.0	2	18041.0	3020.0	0	102	21253.0	21061.0	53,04	394,92
1704	5	4.0	Understanding	Table of contents	15288	201.0	84.0	552.0	76	325.0	108.0	Summary	2,8262	15288	201.0	84.0	552.0	76	325.0	108.0	2,8262	17160	8580.0	756.0	16404.0	2	325.0	756.0	17284	8642.0	812.0	16472.0	2	269.0	812.0	0	73	269.0	1081.0	348,93	455,08
1707	5	7.0	Input	Illustrations	8792	326.0	100.0	980.0	27	415.0	160.0	Illustrations	2,74907	8316	347.0	100.0	980.0	24	415.0	160.0	2,75117	10524	1315.0	496.0	5672.0	8	415.0	600.0	10784	1348.0	540.0	5688.0	8	391.0	624.0	0	17	8455.0	1015.0	247,64	282,33
1706	5	7.0	Input	Key words	7824	201.0	64.0	476.0	39	7663.0	184.0	Illustrations	2,69718	7824	201.0	64.0	476.0	39	7663.0	184.0	2,69718	9740	1623.0	792.0	5116.0	6	7663.0	792.0	10000	1667.0	832.0	5172.0	6	7615.0	840.0	0	21	7615.0	8455.0	158,01	247,64
1710	5	10.0	Process	Theory	27341	215.0	17.0	836.0	127	388.0	112.0	Theory	2,72302	26908	219.0	60.0	836.0	123	388.0	112.0	2,72084	31341	6268.0	612.0	26496.0	5	388.0	976.0	31513	6303.0	652.0	26512.0	5	340.0	1024.0	0	119	1676.0	1364.0	244,95	189,67
1708	5	10.0	Process	Example	30384	232.0	68.0	548.0	131	33436.0	248.0	Theory	2,93177	30204	234.0	76.0	548.0	129	33436.0	248.0	2,9315	34448	11483.0	248.0	32240.0	3	33436.0	248.0	34588	11529.0	300.0	32296.0	3	33384.0	300.0	0	119	33384.0	33684.0	208,47	306,27
1709	5	10.0	Process	Exercise	27396	203.0	60.0	644.0	135	1416.0	260.0	Theory	2,75361	26956	201.0	60.0	644.0	134	1416.0	260.0	2,75007	32436	3244.0	60.0	22864.0	10	1416.0	260.0	32724	3272.0	80.0	22896.0	10	1364.0	312.0	0	110	1364.0	1676.0	189,67	244,95
1712	5	13.0	Input	Illustrations	1820	260.0	136.0	540.0	7	4665.0	252.0	Key words	2,82517	1820	260.0	136.0	540.0	7	4665.0	252.0	2,82517	1992	664.0	204.0	1176.0	3	4665.0	1176.0	2104	701.0	244.0	1240.0	3	4601.0	1240.0	0	2	4601.0	5841.0	389,04	252,32
1711	5	13.0	Input	Key words	6555	252.0	75.0	1008.0	26	241.0	132.0	Key words	2,83103	6480	259.0	108.0	1008.0	25	241.0	132.0	2,83147	7079	1180.0	75.0	4360.0	6	241.0	4360.0	7347	1224.0	131.0	4408.0	6	193.0	4408.0	0	20	193.0	4601.0	261,98	389,04
1713	5	16.0	Process	Example	27364	251.0	20.0	1072.0	109	437.0	308.0	Example	2,81467	27008	257.0	88.0	1072.0	105	437.0	308.0	2,81379	30688	3836.0	20.0	22308.0	8	437.0	3096.0	30940	3868.0	28.0	22376.0	8	413.0	3120.0	0	93	4861.0	3533.0	101,95	275,39
1714	5	16.0	Process	Exercise	43429	203.0	60.0	504.0	214	35829.0	284.0	Example	2,7252	43045	204.0	60.0	504.0	211	35829.0	284.0	2,7262	51981	10396.0	284.0	34689.0	5	35829.0	284.0	52145	10429.0	328.0	34693.0	5	35785.0	328.0	0	182	35785.0	36113.0	243,5	254,92
1715	5	16.0	Process	Theory	19452	198.0	60.0	744.0	98	32741.0	128.0	Example	2,69695	19452	198.0	60.0	744.0	98	32741.0	128.0	2,69695	24384	2217.0	160.0	10100.0	11	32741.0	1200.0	24640	2240.0	200.0	10108.0	11	32721.0	1220.0	0	60	36113.0	35785.0	254,92	243,5
1717	5	19.0	Input	Illustrations	3016	201.0	80.0	448.0	15	239.0	152.0	Illustrations	2,8783	2908	208.0	80.0	448.0	14	239.0	152.0	2,8748	3240	405.0	108.0	744.0	8	239.0	432.0	3620	452.0	176.0	776.0	8	191.0	480.0	0	7	191.0	671.0	258,84	220,66
1716	5	19.0	Input	Key words	4684	167.0	64.0	368.0	28	719.0	196.0	Illustrations	2,83175	4684	167.0	64.0	368.0	28	719.0	196.0	2,83175	5540	923.0	452.0	1588.0	6	719.0	452.0	5824	971.0	500.0	1632.0	6	671.0	500.0	0	14	671.0	1171.0	220,66	365,11
1720	5	22.0	Process	Theory	21116	243.0	60.0	740.0	87	35058.0	204.0	Exercise	2,81778	19924	243.0	60.0	740.0	82	35058.0	204.0	2,8153	24384	8128.0	68.0	23168.0	3	35058.0	1148.0	24448	8149.0	88.0	23168.0	3	35014.0	1192.0	0	67	35014.0	60838.0	325,66	404,02
1718	5	22.0	Process	Example	17824	215.0	64.0	748.0	83	60898.0	156.0	Exercise	2,82427	17824	215.0	64.0	748.0	83	60898.0	156.0	2,82427	20136	20136.0	20136.0	20136.0	1	60898.0	20136.0	20196	20196.0	20196.0	20196.0	1	60838.0	20196.0	0	82	60838.0		404,02	
1719	5	22.0	Process	Exercise	35560	229.0	80.0	644.0	155	273.0	112.0	Exercise	2,91287	35068	231.0	80.0	644.0	152	273.0	112.0	2,91125	39960	19980.0	5220.0	34740.0	2	273.0	34740.0	40036	20018.0	5240.0	34796.0	2	217.0	34796.0	0	150	217.0	35014.0	302,84	325,66
1721	5	25.0	Perception	Multiple choice question	26956	198.0	64.0	568.0	136	29147.0	152.0	Supporting text	2,76314	26704	199.0	64.0	568.0	134	29147.0	152.0	2,76384	31880	6376.0	76.0	19440.0	5	29147.0	3132.0	32024	6405.0	80.0	19476.0	5	29115.0	3164.0	0	120	29115.0	43375.0	115,71	133,28
1722	5	25.0	Perception	Supporting text	25942	242.0	68.0	1864.0	107	351.0	104.0	Supporting text	2,80471	25816	244.0	68.0	1864.0	106	351.0	104.0	2,80445	29046	14523.0	282.0	28764.0	2	351.0	28764.0	29102	14551.0	294.0	28808.0	2	307.0	28808.0	0	102	307.0	29115.0	291,18	115,71
1723	5	28.0	Perception	Multiple choice question	18519	201.0	68.0	516.0	92	282.0	100.0	Multiple choice question	2,79203	18188	200.0	68.0	516.0	91	282.0	100.0	2,79129	21251	10626.0	1019.0	20232.0	2	282.0	20232.0	21351	10676.0	1059.0	20292.0	2	222.0	20292.0	0	90	222.0	20514.0	288,9	249,68
1724	5	28.0	Perception	Supporting text	9024	188.0	68.0	508.0	48	20562.0	200.0	Multiple choice question	2,77306	9024	188.0	68.0	508.0	48	20562.0	200.0	2,77306	10644	5322.0	1028.0	9616.0	2	20562.0	1028.0	10736	5368.0	1076.0	9660.0	2	20514.0	1076.0	0	46	20514.0	32402.0	249,68	347,9
1725	5	31.0	Perception	First additional material	16180	207.0	80.0	400.0	78	230.0	140.0	First additional material	2,8804	15632	208.0	80.0	400.0	75	230.0	140.0	2,87265	18540	4635.0	240.0	15916.0	4	230.0	936.0	18672	4668.0	240.0	15932.0	4	186.0	980.0	0	73	186.0	1166.0	209,62	116,84
1726	5	31.0	Perception	Second additional material	21008	210.0	60.0	700.0	100	20127.0	304.0	First additional material	2,87145	21008	210.0	60.0	700.0	100	20127.0	304.0	2,87145	24892	12446.0	4740.0	20152.0	2	20127.0	4740.0	24928	12464.0	4772.0	20156.0	2	20095.0	4772.0	0	84	20095.0	45191.0	109,46	359,7
1727	5	31.0	Perception	Third additional material	20048	213.0	80.0	664.0	94	45251.0	144.0	First additional material	2,89787	17304	211.0	80.0	664.0	82	45251.0	144.0	2,89097	23148	23148.0	23148.0	23148.0	1	45251.0	23148.0	23208	23208.0	23208.0	23208.0	1	45191.0	23208.0	0	79	45191.0		359,7	
1969	6	4.0	Understanding	Summary	23417	197.0	72.0	488.0	119	21746.0	136.0	Summary	2,55187	22520	196.0	72.0	488.0	115	21746.0	136.0	2,55204	26497	13249.0	304.0	26193.0	2	21746.0	304.0	26609	13305.0	352.0	26257.0	2	21698.0	352.0	0	108	21698.0	22050.0	392,61	245,88
1968	6	4.0	Understanding	Table of contents	19396	213.0	60.0	708.0	91	278.0	128.0	Summary	2,70923	19396	213.0	60.0	708.0	91	278.0	128.0	2,70923	21948	7316.0	216.0	20892.0	3	278.0	216.0	22100	7367.0	256.0	20952.0	3	238.0	256.0	0	83	746.0	494.0	336,11	357,92
1971	6	7.0	Input	Illustrations	7658	333.0	100.0	1492.0	23	298.0	164.0	Illustrations	2,57606	7492	341.0	100.0	1492.0	22	298.0	164.0	2,57356	7966	724.0	244.0	1492.0	11	298.0	672.0	8394	763.0	276.0	1520.0	11	262.0	708.0	0	12	5182.0	970.0	195,73	223,74
1970	6	7.0	Input	Key words	5704	211.0	104.0	484.0	27	3602.0	144.0	Illustrations	2,61303	5704	211.0	104.0	484.0	27	3602.0	144.0	2,61303	6124	765.0	340.0	1580.0	8	3602.0	1580.0	6388	798.0	380.0	1608.0	8	3574.0	1608.0	0	18	3574.0	5182.0	153,54	195,73
1972	6	10.0	Process	Example	14436	200.0	68.0	488.0	72	89104.0	232.0	Exercise	2,73149	13460	198.0	76.0	488.0	68	89104.0	232.0	2,73476	17176	8588.0	2912.0	14264.0	2	89104.0	2912.0	17260	8630.0	2936.0	14324.0	2	89080.0	2936.0	0	65	89080.0	92016.0	135,62	357,53
1973	6	10.0	Process	Exercise	45826	211.0	60.0	764.0	217	27841.0	308.0	Exercise	2,58214	42787	216.0	72.0	764.0	198	27841.0	308.0	2,57758	54522	5452.0	99.0	18220.0	10	27841.0	1128.0	54702	5470.0	99.0	18244.0	10	27817.0	1152.0	0	189	33325.0	28969.0	71,36	255,92
1974	6	10.0	Process	Theory	24600	207.0	72.0	460.0	119	205.0	104.0	Exercise	2,48821	24516	208.0	72.0	460.0	118	205.0	104.0	2,48787	27580	5516.0	244.0	25720.0	5	205.0	472.0	27836	5567.0	280.0	25792.0	5	145.0	532.0	0	112	145.0	677.0	295,65	221,02
1975	6	13.0	Input	Key words	4684	213.0	32.0	816.0	22	258.0	152.0	Key words	2,56662	4104	228.0	72.0	816.0	18	258.0	152.0	2,54782	5620	937.0	260.0	2064.0	6	258.0	2064.0	5800	967.0	260.0	2116.0	6	206.0	2116.0	0	13	2834.0	2322.0	264,23	279,32
1976	6	13.0	Input	Illustrations	1124	187.0	100.0	244.0	6	2358.0	100.0	Key words	2,59765	1124	187.0	100.0	244.0	6	2358.0	100.0	2,59765	1164	291.0	220.0	476.0	4	2358.0	476.0	1272	318.0	236.0	512.0	4	2322.0	512.0	0	2	2322.0	2834.0	279,32	264,23
1979	6	16.0	Process	Theory	21972	224.0	76.0	628.0	98	27014.0	560.0	Exercise	2,52876	20456	225.0	84.0	628.0	91	27014.0	560.0	2,5215	27376	3911.0	296.0	22072.0	7	27014.0	1460.0	27636	3948.0	324.0	22100.0	7	26938.0	1536.0	0	76	26938.0	28474.0	413,14	65,13
1977	6	16.0	Process	Example	23632	215.0	84.0	620.0	110	283.0	140.0	Exercise	2,50546	23632	215.0	84.0	620.0	110	283.0	140.0	2,50546	26380	8793.0	140.0	25336.0	3	283.0	140.0	26524	8841.0	168.0	25368.0	3	255.0	168.0	0	105	35826.0	423.0	459,25	179,87
1978	6	16.0	Process	Exercise	30147	228.0	72.0	1100.0	132	60250.0	384.0	Exercise	2,63076	28088	228.0	72.0	1100.0	123	60250.0	384.0	2,63064	35231	17616.0	300.0	34931.0	2	60250.0	34931.0	35279	17640.0	316.0	34963.0	2	60218.0	34963.0	0	119	60218.0	95181.0	216,76	528,33
1981	6	19.0	Input	Illustrations	2836	177.0	56.0	316.0	16	210.0	192.0	Illustrations	2,51937	2780	185.0	100.0	316.0	15	210.0	192.0	2,51568	3220	537.0	204.0	864.0	6	210.0	692.0	3432	572.0	236.0	900.0	6	166.0	736.0	0	9	166.0	902.0	224,46	129,86
1980	6	19.0	Input	Key words	2892	241.0	72.0	568.0	12	922.0	144.0	Illustrations	2,57693	2892	241.0	72.0	568.0	12	922.0	144.0	2,57693	3024	605.0	444.0	932.0	5	922.0	932.0	3180	636.0	484.0	952.0	5	902.0	952.0	0	7	902.0	1854.0	129,86	182,41
1984	6	22.0	Process	Theory	15784	208.0	60.0	1084.0	76	30046.0	348.0	Exercise	2,54732	15784	208.0	60.0	1084.0	76	30046.0	348.0	2,54732	18160	6053.0	1112.0	13244.0	3	30046.0	1112.0	18248	6083.0	1136.0	13272.0	3	30022.0	1136.0	0	69	30022.0	31158.0	134,28	123,46
1983	6	22.0	Process	Exercise	46384	211.0	68.0	620.0	220	218.0	68.0	Exercise	2,56716	45523	211.0	68.0	620.0	216	218.0	68.0	2,56477	53028	10606.0	116.0	29804.0	5	218.0	29804.0	53184	10637.0	136.0	29852.0	5	170.0	29852.0	0	208	80733.0	30022.0	377,92	134,28
1982	6	22.0	Process	Example	24192	226.0	80.0	1024.0	107	50394.0	312.0	Exercise	2,64108	22764	228.0	80.0	1024.0	100	50394.0	312.0	2,63719	30339	30339.0	30339.0	30339.0	1	50394.0	30339.0	30407	30407.0	30407.0	30407.0	1	50326.0	30407.0	0	100	50326.0	80733.0	328,17	377,92
1986	6	25.0	Perception	Supporting text	23368	214.0	96.0	728.0	109	266.0	108.0	Multiple choice question	2,5018	23248	215.0	96.0	728.0	108	266.0	108.0	2,50099	26012	6503.0	348.0	22748.0	4	266.0	348.0	26116	6529.0	404.0	22776.0	4	210.0	404.0	0	104	210.0	4706.0	312,33	189,07
1985	6	25.0	Perception	Multiple choice question	18504	199.0	68.0	468.0	93	30794.0	468.0	Multiple choice question	2,65169	17364	202.0	68.0	468.0	86	30794.0	468.0	2,65401	21560	5390.0	72.0	20276.0	4	30794.0	1116.0	21684	5421.0	104.0	20296.0	4	30758.0	1152.0	0	84	33506.0	31910.0	71,24	47,2
1988	6	28.0	Perception	Supporting text	27024	202.0	64.0	576.0	134	28025.0	364.0	Multiple choice question	2,59044	24416	203.0	68.0	576.0	120	28025.0	364.0	2,59092	32535	16268.0	3244.0	29292.0	2	28025.0	29292.0	32579	16290.0	3264.0	29316.0	2	28001.0	29316.0	0	115	28001.0	61736.0	130,68	291,85
1987	6	28.0	Perception	Multiple choice question	29348	205.0	64.0	588.0	143	205.0	100.0	Multiple choice question	2,53113	28800	206.0	64.0	588.0	140	205.0	100.0	2,53035	33867	8467.0	412.0	25884.0	4	205.0	412.0	34019	8505.0	468.0	25936.0	4	149.0	468.0	0	129	149.0	617.0	289,39	227,02
1990	6	31.0	Perception	Second additional material	2252	188.0	100.0	420.0	12	4548.0	420.0	First additional material	2,63426	2252	188.0	100.0	420.0	12	4548.0	420.0	2,63426	2408	602.0	116.0	1120.0	4	4548.0	1120.0	2564	641.0	144.0	1144.0	4	4524.0	1144.0	0	8	4524.0	5668.0	147,39	248,52
1989	6	31.0	Perception	First additional material	3831	225.0	104.0	492.0	17	228.0	104.0	First additional material	2,64495	3644	228.0	104.0	492.0	16	228.0	104.0	2,63199	4131	1033.0	187.0	2808.0	4	228.0	528.0	4299	1075.0	215.0	2860.0	4	172.0	584.0	0	13	172.0	756.0	284,04	122,59
1991	6	31.0	Perception	Third additional material	5012	209.0	108.0	488.0	24	5716.0	288.0	First additional material	2,68976	4192	210.0	108.0	488.0	20	5716.0	288.0	2,68012	5768	1923.0	1060.0	3236.0	3	5716.0	1472.0	5888	1963.0	1104.0	3264.0	3	5668.0	1520.0	0	18	5668.0	7188.0	248,52	396,03
2233	7	4.0	Understanding	Summary	8516	177.0	96.0	412.0	48	3837.0	200.0	Table of contents	3,06998	8516	177.0	96.0	412.0	48	3837.0	200.0	3,06998	9972	1425.0	668.0	2356.0	7	3837.0	1780.0	10344	1478.0	716.0	2412.0	7	3801.0	1816.0	0	39	3801.0	20802.0	307,83	97,46
2232	7	4.0	Understanding	Table of contents	12460	178.0	24.0	380.0	70	901.0	96.0	Table of contents	3,07062	12436	180.0	68.0	380.0	69	901.0	96.0	3,07052	16093	3219.0	24.0	12540.0	5	901.0	96.0	16317	3263.0	112.0	12552.0	5	881.0	116.0	0	51	1597.0	3801.0	109,16	307,83
2235	7	7.0	Input	Illustrations	2493	277.0	60.0	637.0	9	330.0	152.0	Illustrations	3,06065	1856	232.0	60.0	412.0	8	330.0	152.0	3,03953	2573	643.0	152.0	1057.0	4	330.0	152.0	2793	698.0	200.0	1117.0	4	282.0	200.0	0	5	282.0	2378.0	357,29	256,26
2234	7	7.0	Input	Key words	4164	245.0	80.0	536.0	17	2422.0	80.0	Illustrations	3,02929	4164	245.0	80.0	536.0	17	2422.0	80.0	3,02929	4812	2406.0	1696.0	3116.0	2	2422.0	3116.0	4904	2452.0	1744.0	3160.0	2	2378.0	3160.0	0	13	2378.0	5538.0	256,26	197,53
2238	7	10.0	Process	Theory	9338	199.0	112.0	442.0	47	2449.0	184.0	Theory	3,02753	8896	193.0	112.0	332.0	46	2449.0	184.0	3,02188	11010	2752.0	442.0	6576.0	4	2449.0	1936.0	11358	2839.0	510.0	6668.0	4	2361.0	2024.0	0	40	2361.0	4385.0	566,71	91,79
2237	7	10.0	Process	Exercise	14960	205.0	100.0	592.0	73	13837.0	144.0	Theory	3,04718	14960	205.0	100.0	592.0	73	13837.0	144.0	3,04718	17464	4366.0	844.0	12472.0	4	13837.0	2300.0	17676	4419.0	900.0	12564.0	4	13801.0	2336.0	0	67	13801.0	16137.0	113,04	63,57
2236	7	10.0	Process	Example	8824	176.0	64.0	344.0	50	31481.0	112.0	Theory	3,03894	8824	176.0	64.0	344.0	50	31481.0	112.0	3,03894	10604	3535.0	2324.0	5776.0	3	31481.0	2504.0	10708	3569.0	2328.0	5864.0	3	31469.0	2516.0	0	42	36789.0	33985.0	559,32	117,72
2240	7	13.0	Input	Illustrations	2864	260.0	144.0	572.0	11	4527.0	304.0	Key words	2,95474	2864	260.0	144.0	572.0	11	4527.0	304.0	2,95474	3048	610.0	248.0	1104.0	5	4527.0	768.0	3232	646.0	284.0	1144.0	5	4491.0	804.0	0	5	4491.0	5295.0	227,61	173,7
2239	7	13.0	Input	Key words	8926	308.0	100.0	1216.0	29	238.0	164.0	Key words	2,94743	8420	301.0	100.0	1216.0	28	238.0	164.0	2,94677	9694	1385.0	420.0	3128.0	7	238.0	420.0	10042	1435.0	460.0	3172.0	7	198.0	460.0	0	19	198.0	658.0	371,04	168,91
2242	7	16.0	Process	Exercise	18144	209.0	64.0	592.0	87	20119.0	148.0	Example	3,00097	18144	209.0	64.0	592.0	87	20119.0	148.0	3,00097	21652	7217.0	700.0	15484.0	3	20119.0	700.0	21736	7245.0	736.0	15492.0	3	20083.0	736.0	0	78	20083.0	20819.0	224,77	227,56
2241	7	16.0	Process	Example	6865	167.0	60.0	261.0	41	1319.0	112.0	Example	3,08744	6604	165.0	60.0	232.0	40	1319.0	112.0	3,08587	8249	2062.0	261.0	5556.0	4	1319.0	1880.0	8417	2104.0	297.0	5644.0	4	1303.0	1896.0	0	33	3407.0	9051.0	620,68	128,46
2243	7	16.0	Process	Theory	7660	178.0	84.0	308.0	43	10563.0	252.0	Example	3,05952	7660	178.0	84.0	308.0	43	10563.0	252.0	3,05952	9160	4580.0	2128.0	7032.0	2	10563.0	7032.0	9200	4600.0	2144.0	7056.0	2	10539.0	7056.0	0	37		17595.0		208,29
2245	7	19.0	Input	Illustrations	1113	223.0	120.0	364.0	5	246.0	120.0	Illustrations	2,93117	900	225.0	120.0	364.0	4	246.0	120.0	2,9356	1169	292.0	120.0	465.0	4	246.0	120.0	1373	343.0	164.0	517.0	4	202.0	164.0	0	1	202.0	366.0	326,53	163,58
2244	7	19.0	Input	Key words	3184	455.0	192.0	828.0	7	2666.0	192.0	Illustrations	2,85298	3184	455.0	192.0	828.0	7	2666.0	192.0	2,85298	3600	1800.0	388.0	3212.0	2	2666.0	3212.0	3680	1840.0	428.0	3252.0	2	2626.0	3252.0	0	4	2626.0	5879.0	187,84	160,82
2248	7	22.0	Process	Theory	8448	201.0	108.0	372.0	42	2222.0	308.0	Exercise	2,97821	8448	201.0	108.0	372.0	42	2222.0	308.0	2,97821	10044	3348.0	308.0	9268.0	3	2222.0	308.0	10160	3387.0	340.0	9312.0	3	2190.0	340.0	0	38	2190.0	2530.0	155,47	500,83
2247	7	22.0	Process	Exercise	26292	210.0	64.0	1076.0	125	258.0	152.0	Exercise	3,00489	26292	210.0	64.0	1076.0	125	258.0	152.0	3,00489	31576	3508.0	212.0	13796.0	9	258.0	624.0	32032	3559.0	264.0	13892.0	9	202.0	680.0	0	93	202.0	882.0	413,61	135,74
2246	7	22.0	Process	Example	11272	185.0	96.0	308.0	61	4342.0	120.0	Exercise	2,96214	11272	185.0	96.0	308.0	61	4342.0	120.0	2,96214	12912	1291.0	120.0	3040.0	10	4342.0	120.0	13616	1362.0	160.0	3136.0	10	4298.0	164.0	0	48	4298.0	4462.0	229,07	351,47
2250	7	25.0	Perception	Supporting text	7258	169.0	64.0	272.0	43	585.0	228.0	Supporting text	2,92851	7112	169.0	64.0	272.0	42	585.0	228.0	2,92783	8726	2909.0	146.0	4668.0	3	585.0	4668.0	8862	2954.0	194.0	4704.0	3	549.0	4704.0	0	38	549.0	5253.0	342,2	442,65
2249	7	25.0	Perception	Multiple choice question	20576	185.0	68.0	408.0	111	10009.0	144.0	Supporting text	2,98137	20576	185.0	68.0	408.0	111	10009.0	144.0	2,98137	24604	4101.0	116.0	10764.0	6	10009.0	680.0	24904	4151.0	204.0	10800.0	6	9921.0	768.0	0	95	9921.0	13829.0	589,5	142,46
2252	7	28.0	Perception	Supporting text	4776	165.0	96.0	268.0	29	14798.0	148.0	Multiple choice question	2,86319	4776	165.0	96.0	268.0	29	14798.0	148.0	2,86319	5668	1889.0	668.0	3236.0	3	14798.0	668.0	5800	1933.0	680.0	3264.0	3	14786.0	680.0	0	23	15618.0	15466.0	146,3	186,94
2251	7	28.0	Perception	Multiple choice question	12707	182.0	72.0	388.0	70	226.0	112.0	Multiple choice question	2,925	12520	181.0	72.0	388.0	69	226.0	112.0	2,92637	15379	7689.0	895.0	14484.0	2	226.0	14484.0	15439	7719.0	907.0	14532.0	2	178.0	14532.0	0	61	178.0		438,34	
2254	7	31.0	Perception	Second additional material	6632	189.0	120.0	436.0	35	11750.0	196.0	First additional material	2,89651	6632	189.0	120.0	436.0	35	11750.0	196.0	2,89651	7608	1902.0	948.0	2980.0	4	11750.0	1952.0	7764	1941.0	960.0	2992.0	4	11714.0	1988.0	0	29	11714.0	13702.0	160,61	89,44
2253	7	31.0	Perception	First additional material	7789	181.0	76.0	356.0	43	266.0	140.0	First additional material	2,91851	7680	183.0	76.0	356.0	42	266.0	140.0	2,91537	9461	1892.0	109.0	8028.0	5	266.0	140.0	9665	1933.0	181.0	8092.0	5	218.0	188.0	0	33	218.0	406.0	390,08	151,65
2255	7	31.0	Perception	Third additional material	2092	161.0	104.0	256.0	13	20630.0	104.0	First additional material	2,92286	2092	161.0	104.0	256.0	13	20630.0	104.0	2,92286	2552	2552.0	2552.0	2552.0	1	20630.0	2552.0	2576	2576.0	2576.0	2576.0	1	20606.0	2576.0	0	11	20606.0	23182.0	85,46	55,1
2496	8	4.0	Understanding	Table of contents	3896	130.0	64.0	276.0	30	528.0	192.0	Summary	3,15282	0				0				16984	8492.0	284.0	16700.0	2	528.0	16700.0	16984	8492.0	284.0	16700.0	2	528.0	16700.0	0	0				
2497	8	4.0	Understanding	Summary	4708	121.0	64.0	196.0	39	18211.0	124.0	Summary	3,13092	0				0				20516	6839.0	940.0	18572.0	3	18211.0	940.0	20516	6839.0	940.0	18572.0	3	18211.0	940.0	0	1				
2498	8	7.0	Input	Key words	1088	91.0	64.0	160.0	12	2594.0	76.0	Illustrations	3,11964	0				0				3512	585.0	64.0	2308.0	6	2594.0	464.0	3516	586.0	64.0	2312.0	6	2594.0	464.0	0	0				
2499	8	7.0	Input	Illustrations	2428	128.0	60.0	208.0	19	614.0	60.0	Illustrations	3,06613	60	60.0	60.0	60.0	1	614.0	60.0	3,37972	10300	1471.0	72.0	3620.0	7	614.0	1920.0	10344	1478.0	92.0	3620.0	7	602.0	1932.0	0	0				
2501	8	10.0	Process	Exercise	2596	113.0	60.0	200.0	23	25267.0	64.0	Example	3,15242	0				0				22620	7540.0	128.0	22360.0	3	25267.0	22360.0	22620	7540.0	128.0	22360.0	3	25267.0	22360.0	0	0				
